CASE,POPULATION13,BCPUBLICSERVICE13,COMPLETED13,OVERALLSCOPE13,POPULATION15,BCPUBLICSERVICE15,COMPLETED15,OVERALLSCOPE15,FRINGE_FLAG13,ORGID13,ORGANIZATION13,Engagement_13,Commitment_13,Job_Satisfaction_13,Org_Satisfaction_13,ENG_STATE_13,FRINGE_FLAG15,ORGID15,ORGANIZATION15,Engagement_15,Commitment_15,Job_Satisfaction_15,Org_Satisfaction_15,ENG_STATE_15
98,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,100,75,100,Engaged,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
100,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,75,25,NA,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged
101,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,100,100,50,Engaged,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged
103,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,50,25,NA,Core (not fringe),LOON,,37.5,37.5,50,25,Disengaged
105,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,33.33333333,50,50,0,Minimally Engaged,Core (not fringe),LOON,,41.66666667,50,50,25,Minimally Engaged
106,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,25,100,Moderately Engaged,Core (not fringe),LOON,,75,75,50,100,Engaged
109,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,12.5,12.5,25,0,Disengaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
110,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,54.16666667,62.5,25,75,Unhappily Dedicated,Core (not fringe),LOON,,8.333333333,25,0,0,Disengaged
111,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,50,75,50,25,Unhappily Dedicated
117,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
118,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,50,100,50,Happily Detached,Core (not fringe),LOON,,54.16666667,37.5,75,50,Happily Detached
119,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,33.33333333,50,50,0,Minimally Engaged,Core (not fringe),LOON,,37.5,37.5,50,25,Disengaged
121,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,33.33333333,25,50,25,Disengaged,Core (not fringe),LOON,,16.66666667,25,0,25,Disengaged
122,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,25,25,25,25,Disengaged,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged
124,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,37.5,37.5,50,25,Disengaged,Core (not fringe),LOON,,0,0,0,0,Disengaged
125,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged
126,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
129,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,45.83333333,62.5,50,25,Unhappily Dedicated,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged
130,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,45.83333333,37.5,50,50,Minimally Engaged
131,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
132,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,100,75,75,Engaged,Core (not fringe),LOON,,75,100,75,50,Moderately Engaged
135,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
139,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged
140,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,75,75,100,50,Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
141,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,100,100,50,Engaged,Core (not fringe),LOON,,58.33333333,75,50,50,Unhappily Dedicated
142,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged,Core (not fringe),LOON,,50,50,25,75,Minimally Engaged
143,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,70.83333333,87.5,50,75,Moderately Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
144,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,54.16666667,62.5,50,50,Unhappily Dedicated,Core (not fringe),LOON,,83.33333333,100,75,75,Engaged
145,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,54.16666667,62.5,50,50,Unhappily Dedicated,Core (not fringe),LOON,,NA,NA,NA,NA,NA
148,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,25,50,25,0,Minimally Engaged,Core (not fringe),LOON,,41.66666667,50,50,25,Minimally Engaged
153,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,54.16666667,37.5,50,75,Happily Detached,Core (not fringe),LOON,,54.16666667,62.5,50,50,Unhappily Dedicated
154,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
157,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
159,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,20.83333333,12.5,25,25,Disengaged,Core (not fringe),LOON,,20.83333333,12.5,25,25,Disengaged
161,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,95.83333333,87.5,100,100,Engaged,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged
164,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,100,75,75,Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
167,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
168,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,0,0,0,0,Disengaged,Core (not fringe),LOON,,25,25,25,25,Disengaged
170,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,50,50,NA,Core (not fringe),LOON,,66.66666667,50,75,75,Happily Detached
171,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,75,100,100,Engaged,Core (not fringe),LOON,,41.66666667,50,75,0,Minimally Engaged
172,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged
175,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged
177,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
178,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,50,75,75,Happily Detached,Core (not fringe),LOON,,100,100,100,100,Engaged
179,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
180,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,70.83333333,87.5,75,50,Moderately Engaged,Core (not fringe),LOON,,37.5,62.5,25,25,Unhappily Dedicated
183,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged
184,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
185,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,54.16666667,62.5,75,25,Unhappily Dedicated,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
188,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged
192,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged,Core (not fringe),LOON,,41.66666667,50,50,25,Minimally Engaged
193,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,8.333333333,0,25,0,Disengaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
195,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
198,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged,Core (not fringe),LOON,,87.5,87.5,100,75,Engaged
199,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged
202,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,NA,NA,100,100,NA
203,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,95.83333333,87.5,100,100,Engaged
207,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,50,25,75,50,Happily Detached,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
208,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,100,100,50,Engaged,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged
209,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
210,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),LOON,,29.16666667,37.5,25,25,Disengaged
211,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged,Core (not fringe),LOON,,91.66666667,100,100,75,Engaged
212,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,100,75,100,Engaged,Core (not fringe),LOON,,50,75,25,50,Unhappily Dedicated
219,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),LOON,,NA,NA,75,50,NA
220,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,62.5,87.5,25,75,Unhappily Dedicated,Core (not fringe),LOON,,62.5,87.5,50,50,Unhappily Dedicated
222,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,75,75,75,75,Engaged
223,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,62.5,62.5,50,75,Moderately Engaged,Core (not fringe),LOON,,83.33333333,75,100,75,Engaged
224,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,100,75,100,Engaged,Core (not fringe),LOON,,62.5,62.5,50,75,Moderately Engaged
226,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,91.66666667,75,100,100,Engaged,Core (not fringe),LOON,,100,100,100,100,Engaged
227,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,75,75,75,75,Engaged,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged
228,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,33.33333333,50,25,25,Minimally Engaged,Core (not fringe),LOON,,37.5,37.5,50,25,Disengaged
230,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,100,100,100,100,Engaged,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged
231,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),LOON,,25,25,0,50,Disengaged
232,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,50,50,50,50,Minimally Engaged,Core (not fringe),LOON,,NA,NA,NA,NA,NA
233,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,Core (not fringe),RAVEN,,75,75,75,75,Engaged
238,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,45.83333333,37.5,75,25,Minimally Engaged,Core (not fringe),RAVEN,,20.83333333,12.5,25,25,Disengaged
239,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged
240,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,33.33333333,25,50,25,Disengaged,Core (not fringe),RAVEN,,41.66666667,50,50,25,Minimally Engaged
241,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,37.5,12.5,75,25,Minimally Engaged,Core (not fringe),RAVEN,,70.83333333,62.5,75,75,Moderately Engaged
244,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,100,75,50,Moderately Engaged,Core (not fringe),RAVEN,,NA,NA,75,NA,NA
245,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,70.83333333,87.5,75,50,Moderately Engaged,Core (not fringe),RAVEN,,41.66666667,75,25,25,Unhappily Dedicated
246,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
248,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated,Core (not fringe),RAVEN,,75,75,75,75,Engaged
250,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,50,50,75,25,Minimally Engaged,Core (not fringe),RAVEN,,12.5,12.5,25,0,Disengaged
258,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,75,75,75,75,Engaged
264,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
268,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
272,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,25,50,25,0,Minimally Engaged,Core (not fringe),RAVEN,,33.33333333,50,25,25,Minimally Engaged
273,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged,Core (not fringe),RAVEN,,41.66666667,75,50,0,Unhappily Dedicated
275,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
276,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated
279,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,20.83333333,37.5,25,0,Disengaged,Core (not fringe),RAVEN,,0,0,0,0,Disengaged
282,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
283,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
285,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,100,100,50,Engaged,Core (not fringe),RAVEN,,66.66666667,100,50,50,Unhappily Dedicated
286,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,87.5,87.5,100,75,Engaged,Core (not fringe),RAVEN,,62.5,62.5,75,50,Moderately Engaged
287,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
288,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,16.66666667,25,25,0,Disengaged,Core (not fringe),RAVEN,,83.33333333,100,100,50,Engaged
291,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
299,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,100,75,75,Engaged,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged
300,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,50,75,75,Happily Detached,Core (not fringe),RAVEN,,62.5,62.5,75,50,Moderately Engaged
301,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,75,75,NA,Core (not fringe),RAVEN,,50,50,50,50,Minimally Engaged
302,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,87.5,87.5,100,75,Engaged,Core (not fringe),RAVEN,,79.16666667,87.5,75,75,Engaged
303,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
305,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,33.33333333,25,50,25,Disengaged,Core (not fringe),RAVEN,,0,0,0,0,Disengaged
306,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,41.66666667,50,50,25,Minimally Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
307,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,75,100,75,Engaged,Core (not fringe),RAVEN,,95.83333333,87.5,100,100,Engaged
309,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),RAVEN,,70.83333333,62.5,75,75,Moderately Engaged
310,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,100,25,NA,Core (not fringe),RAVEN,,25,25,25,25,Disengaged
311,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
312,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,83.33333333,100,75,75,Engaged
313,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,16.66666667,25,25,0,Disengaged,Core (not fringe),RAVEN,,12.5,37.5,0,0,Disengaged
314,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,54.16666667,62.5,75,25,Unhappily Dedicated,Core (not fringe),RAVEN,,75,75,100,50,Engaged
315,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,62.5,87.5,75,25,Unhappily Dedicated,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
316,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
319,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
321,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,100,100,50,Engaged,Core (not fringe),RAVEN,,62.5,87.5,100,0,Unhappily Dedicated
323,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
324,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,25,50,0,25,Minimally Engaged,Core (not fringe),RAVEN,,41.66666667,50,50,25,Minimally Engaged
326,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,50,50,50,50,Minimally Engaged,Core (not fringe),RAVEN,,70.83333333,62.5,75,75,Moderately Engaged
328,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),RAVEN,,NA,NA,50,50,NA
329,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,100,100,50,Engaged,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged
331,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,70.83333333,87.5,75,50,Moderately Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
332,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated
334,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
335,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,45.83333333,62.5,50,25,Unhappily Dedicated,Core (not fringe),RAVEN,,45.83333333,62.5,50,25,Unhappily Dedicated
339,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
340,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),RAVEN,,62.5,62.5,50,75,Moderately Engaged
346,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,100,50,Engaged,Core (not fringe),RAVEN,,62.5,62.5,75,50,Moderately Engaged
348,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,50,50,75,25,Minimally Engaged,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
352,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
353,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
355,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
359,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,75,100,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
370,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
371,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,75,100,75,Engaged,Core (not fringe),RAVEN,,83.33333333,75,100,75,Engaged
372,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,83.33333333,100,75,75,Engaged,Core (not fringe),RAVEN,,91.66666667,100,75,100,Engaged
375,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,58.33333333,50,75,50,Happily Detached,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
378,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,NA,NA,25,25,NA,Core (not fringe),RAVEN,,16.66666667,0,50,0,Disengaged
379,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,83.33333333,100,75,75,Engaged
380,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,87.5,87.5,100,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
381,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,100,100,100,100,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
386,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
387,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
389,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,41.66666667,50,25,50,Minimally Engaged,Core (not fringe),RAVEN,,37.5,37.5,25,50,Disengaged
390,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,87.5,87.5,100,75,Engaged,Core (not fringe),RAVEN,,54.16666667,62.5,50,50,Unhappily Dedicated
391,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,75,75,75,75,Engaged,Core (not fringe),RAVEN,,66.66666667,75,50,75,Moderately Engaged
392,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,62.5,62.5,50,75,Moderately Engaged,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
393,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,45.83333333,62.5,50,25,Unhappily Dedicated,Core (not fringe),RAVEN,,50,75,25,50,Unhappily Dedicated
394,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),RAVEN,,91.66666667,100,100,75,Engaged,Core (not fringe),RAVEN,,100,100,100,100,Engaged
